,index,person_id,benunit_id,household_id,pension_income,IIDB_reported,JSA_contrib_reported,is_child,DLA_M_reported,BSP_reported,maintenance_payments,total_benefits,DLA_SC_reported,childcare,earnings,state_pension_reported,is_adult,registered_disabled,savings_interest,hours,FRS_net_income,PIP_DL_reported,SDA_reported,student_loan_repayment,misc_income,age,carers_allowance_reported,incapacity_benefit_reported,profit,is_household_head,adult_weight,PIP_M_reported,care_hours,is_benunit_head,ESA_contrib_reported,dis_equality_act_core,dis_equality_act_wider,AA_reported,role,ESA_income_reported_personal
15,429,1002431,2002431,3002430,0.0,0.0,0.0,False,0.0,0.0,0.0,327.6951730960782,0.0,0.0,5735.408833634356,0.0,True,False,936.0,7.928333806458373,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,True,25983.21279980994,0.0,0,True,0.0,False,False,0.0,adult,0.0
16,430,1002432,2002431,3002430,15652.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,25012.0,39.14614816938822,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,True,41959.507956273,0.0,0,False,0.0,False,False,0.0,adult,0.0
17,460,1002641,2002641,3002640,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,27482.16732783129,0.0,True,False,0.0,37.16406471777363,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,True,21617.260314488714,0.0,0,True,0.0,False,False,0.0,child,0.0
18,468,1002691,2002691,3002690,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,19.820834516145933,4823.097619956263,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,True,69507.50903622019,0.0,0,False,0.0,False,False,0.0,adult,0.0
19,469,1002692,2002691,3002690,0.0,0.0,0.0,False,0.0,0.0,0.0,31.833245386476168,0.0,0.0,7790.596999019999,15676.514371167503,True,False,10712.0,38.65062730648457,10114.457144762648,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,False,21964.991043408103,0.0,0,True,0.0,False,False,0.0,adult,0.0
20,476,1002741,2002741,3002740,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,48129.63912891497,0.0,True,False,0.0,36.668543854869974,3043.7023815257967,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,False,31141.21861211422,0.0,0,True,0.0,False,False,0.0,child,0.0
21,477,1002742,2002741,3002740,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,30636.642186330184,0.0,True,False,0.0,0.0,12596.245240468297,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,False,29402.564967517268,0.0,27,False,0.0,True,False,0.0,adult,0.0
22,576,1003361,2003361,3003360,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,38.8049925609264,7312.6462628838035,0.0,True,False,0.0,75.31917116135455,0.0,0.0,0.0,0.0,161.99628190779652,49.0,0.0,0.0,0.0,True,24901.383865394062,0.0,0,True,0.0,True,False,0.0,adult,0.0
23,586,1003421,2003421,3003420,0.0,0.0,0.0,True,0.0,0.0,0.0,25.279341924554604,0.0,0.0,0.0,0.0,True,False,0.0,0.0,35119.642863759196,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,False,39351.52748937758,23.623432139382036,0,True,0.0,False,False,0.0,adult,0.0
24,587,1003422,2003421,3003420,11960.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.65924210664,True,True,0.0,36.668543854869974,14797.076193263874,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,False,27335.498967829786,0.0,0,True,0.0,True,False,77.34462035421366,adult,0.0
25,597,1003481,2003481,3003480,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7010.546506425353,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,True,0.0,0.0,0,False,0.0,False,False,0.0,child,0.0
26,647,1003791,2003791,3003790,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,143624.196208927,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,False,24727.518500934366,0.0,70,True,0.0,False,False,0.0,adult,0.0
27,648,1003792,2003791,3003790,0.0,0.0,0.0,False,0.0,0.0,0.0,3.745087692526608,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,True,28803.695378822766,0.0,0,True,0.0,False,False,0.0,adult,0.0
28,666,1003891,2003891,3003890,0.0,0.0,0.0,False,0.0,0.0,0.0,55.01533820321587,0.0,0.0,19118.029445447854,6029.371952225067,True,False,0.0,38.65062730648457,19901.13095613021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0,True,0.0,False,False,0.0,adult,0.0
29,729,1004281,2004281,3004280,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,48989.95045396012,0.0,False,False,260.0,35.67750212906268,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,False,35140.12199468719,0.0,0,False,0.0,True,False,0.0,child,0.0
30,730,1004282,2004281,3004280,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,0.0,0.0,True,False,0.0,0.0,5619.1428582014705,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,False,39196.98049874674,0.0,7,False,0.0,False,False,0.0,adult,108.08840958835886
31,770,1004521,2004521,3004520,624.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,17923.15260510736,0.0,True,False,0.0,39.641669032291865,10723.197621067808,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,True,0.0,0.0,0,False,0.0,True,False,0.0,adult,0.0
32,785,1004621,2004621,3004620,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,9463.424575496687,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,True,33188.96623797285,0.0,0,True,0.0,False,True,0.0,adult,0.0
33,786,1004622,2004621,3004620,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,7.928333806458373,18121.735717699743,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,False,35893.53857401254,0.0,0,True,0.0,False,True,0.0,adult,0.0
34,799,1004701,2004701,3004700,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10514.916194996318,0.0,True,False,0.0,24.776043145182417,5057.228572381324,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,False,46306.14206776537,0.0,0,True,0.0,False,False,0.0,adult,0.0
35,800,1004702,2004701,3004700,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7456.852965390975,True,False,0.0,29.7312517742189,5244.533334321373,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,True,5602.3284103679425,0.0,0,False,0.0,False,True,0.0,adult,0.0
36,845,1004951,2004951,3004950,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,6308.949716997791,0.0,True,False,0.0,0.0,16763.77619363439,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,True,57916.48473890721,0.0,0,True,0.0,False,False,0.0,adult,0.0
37,886,1005171,2005171,3005170,0.0,0.0,0.0,True,0.0,0.0,0.0,3.745087692526608,0.0,0.0,0.0,0.0,True,False,0.0,0.0,13673.24762162358,0.0,0.0,0.0,53.99876063593217,52.0,0.0,0.0,0.0,False,0.0,0.0,2,True,0.0,False,False,0.0,adult,134.53517966971592
38,887,1005172,2005172,3005170,10556.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,39.641669032291865,15031.207145688935,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,True,27799.139939722307,0.0,0,False,0.0,True,False,0.0,adult,0.0
39,888,1005173,2005173,3005170,0.0,0.0,0.0,False,0.0,0.0,0.0,436.6491367909085,82.7403505008499,0.0,9224.449207428588,0.0,False,False,0.0,37.16406471777363,37929.21429285993,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,False,11726.252914114968,0.0,0,True,0.0,False,False,0.0,adult,0.0
40,889,1005174,2005174,3005170,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,468.0,39.641669032291865,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,False,0.0,0.0,0,True,0.0,False,True,0.0,adult,0.0
41,890,1005175,2005175,3005170,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,70306.55328563448,0.0,True,False,0.0,36.668543854869974,22944.833337656008,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,True,23375.23233291452,0.0,0,False,0.0,False,False,0.0,child,0.0
42,924,1005371,2005371,3005370,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,29202.789977921595,0.0,True,False,208.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,True,26504.808893189023,0.0,0,False,0.0,False,True,0.0,adult,0.0
43,926,1005391,2005391,3005390,13676.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,14.86562588710945,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,True,5293.234429106263,0.0,0,False,0.0,False,False,0.0,adult,0.0
44,995,1005791,2005791,3005790,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4184.1230528027145,True,False,0.0,9.910417258072966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6800.06758775695,0.0,0,False,0.0,False,False,0.0,adult,0.0
45,1042,1006041,2006041,3006040,14508.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,209390.2175012676,0.0,True,False,0.0,0.0,10114.457144762648,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,False,22428.632015300624,0.0,0,True,0.0,True,False,0.0,adult,0.0
46,1086,1006291,2006291,3006290,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,16584.890543926012,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,True,0.0,0.0,0,False,0.0,False,False,0.0,adult,0.0
47,1135,1006581,2006581,3006580,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,468.0,0.0,24817.880957056495,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,True,32532.141527791777,0.0,0,True,0.0,False,True,0.0,adult,0.0
48,1136,1006582,2006581,3006580,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,30254.281597421224,9052.35164346847,True,False,0.0,54.50729491940132,4682.619048501226,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,False,24727.518500934366,0.0,0,True,0.0,False,True,0.0,adult,0.0
49,1137,1006591,2006591,3006590,0.0,0.0,0.0,False,0.0,0.0,0.0,1.9474456001138363,0.0,0.0,0.0,0.0,True,False,260.0,0.0,6977.102382266827,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,True,28436.64627607452,0.0,0,False,0.0,True,True,0.0,adult,0.0
50,1138,1006592,2006591,3006590,14716.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,36658.82146164626,0.0,True,False,52.0,34.68646040325538,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,True,52430.0665715124,0.0,0,True,0.0,True,True,0.0,child,0.0
51,1174,1006801,2006801,3006800,4992.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10658.301415837177,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,True,25635.48207089055,0.0,0,True,0.0,False,False,0.0,adult,0.0
52,1175,1006802,2006801,3006800,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,104.0,0.0,6696.145239356752,0.0,0.0,10.945190646787092,4157.904568966777,16.0,0.0,0.0,0.0,True,15570.60930605711,0.0,0,False,0.0,False,False,0.0,child,0.0
53,1183,1006851,2006851,3006850,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,10897.276783905276,4170.314065829768,False,False,0.0,47.07448197584659,25613.926195301705,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,False,0.0,0.0,0,True,0.0,False,False,0.0,adult,0.0
54,1238,1007201,2007201,3007200,0.0,0.0,0.0,False,0.0,0.0,27.385663997429663,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,6462.0142869316915,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,True,26118.441416611924,0.0,0,True,0.0,False,False,0.0,adult,0.0
55,1239,1007202,2007201,3007200,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,36.668543854869974,36758.55953073462,0.0,0.0,0.0,0.0,27.0,0.0,0.0,13750.279862959997,True,47465.24449749667,0.0,0,False,0.0,True,False,0.0,adult,0.0
56,1321,1007631,2007631,3007630,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,23975.009528326274,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,False,43872.02696532964,0.0,0,True,0.0,False,True,0.0,adult,0.0
57,1356,1007841,2007841,3007840,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,7819.973810997047,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,False,0.0,0.0,0,False,0.0,False,True,0.0,adult,0.0
58,1357,1007842,2007841,3007840,30004.0,0.0,0.0,False,0.0,0.0,0.0,56.176315387899116,0.0,0.0,0.0,0.0,True,False,0.0,0.0,983.3500001852574,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,False,82006.49690348936,0.0,0,True,0.0,False,True,0.0,child,0.0
59,1378,1007961,2007961,3007960,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,52.0,30.722293500026197,12549.419049983286,52.297623522577375,0.0,0.0,0.0,56.0,0.0,0.0,0.0,True,28301.417659272534,0.0,0,False,0.0,True,True,0.0,child,0.0
60,1379,1007962,2007961,3007960,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,22272.504303946745,0.0,True,False,1040.0,34.68646040325538,18121.735717699743,0.0,0.0,0.0,161.99628190779652,27.0,0.0,0.0,0.0,True,14894.466222047184,0.0,0,True,0.0,True,False,0.0,adult,0.0
61,1396,1008061,2008061,3008060,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11047.189578357002,True,False,0.0,0.0,14656.597621808836,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,True,49493.67374952644,0.0,0,True,0.0,True,False,0.0,adult,0.0
62,1416,1008191,2008191,3008190,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,9797.990090792024,9500.583037387021,False,False,0.0,42.61479420971376,16482.819050724316,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,False,22930.909734850855,0.0,0,True,0.0,True,False,0.0,adult,0.0
63,1417,1008192,2008191,3008190,0.0,0.0,0.0,False,0.0,0.0,0.0,40.259692694661034,0.0,0.0,0.0,0.0,True,False,0.0,0.0,16623.29762217935,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,True,33015.10087351315,0.0,0,False,0.0,False,True,0.0,adult,0.0
64,1513,1008721,2008721,3008720,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,0.0,0.0,False,False,0.0,34.68646040325538,14609.771431323825,0.0,0.0,7.782456985849687,3077.929356248134,80.0,0.0,0.0,0.0,False,23607.05281886078,0.0,0,False,0.0,False,False,0.0,adult,0.0
65,1516,1008741,2008741,3008740,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,0.0,0.0,True,False,5044.0,0.0,6462.0142869316915,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,False,53569.85062741484,0.0,0,True,0.0,False,False,0.0,child,0.0
66,1517,1008742,2008741,3008740,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,8268.547735156197,8285.39218376775,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1079.9752127186434,33.0,0.0,0.0,0.0,False,22216.12990318322,0.0,0,True,0.0,False,True,0.0,adult,0.0
67,1551,1008911,2008911,3008910,4992.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,21937.93878865141,0.0,True,False,0.0,36.668543854869974,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,True,14392.188502496954,0.0,0,True,0.0,False,False,0.0,adult,0.0
68,1552,1008912,2008911,3008910,0.0,0.0,0.0,False,0.0,0.0,0.0,82.39192923558538,0.0,0.0,37519.13278669141,0.0,True,False,0.0,96.13104740330778,6789.797620326777,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,False,66629.0713357208,0.0,0,False,0.0,False,False,0.0,adult,0.0
69,1600,1009161,2009161,3009160,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,39.641669032291865,4776.2714294712505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,25809.347435350246,0.0,35,True,0.0,False,True,0.0,child,0.0
70,1601,1009162,2009161,3009160,0.0,0.0,0.0,True,0.0,0.0,0.0,176.95539347188222,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,False,0.0,0.0,44,True,0.0,False,False,0.0,adult,0.0
71,1644,1009441,2009441,3009440,0.0,0.0,0.0,False,0.0,0.0,0.0,193.80828808825197,0.0,0.0,29632.94564044417,12220.953471057432,True,False,0.0,0.0,2154.004762310564,0.0,0.0,0.0,593.9863669952539,5.0,0.0,0.0,0.0,True,0.0,0.0,10,False,137.21282495108363,True,False,0.0,child,0.0
72,1645,1009442,2009441,3009440,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8243.965222848912,True,False,0.0,34.68646040325538,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,True,16111.523773265048,0.0,0,True,0.0,False,False,0.0,child,0.0
73,1646,1009451,2009451,3009450,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,23276.20084983276,0.0,True,False,0.0,0.0,13017.680954833408,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,True,25249.11459431345,0.0,0,True,0.0,True,False,0.0,adult,0.0
74,1647,1009452,2009452,3009450,0.0,0.0,0.0,True,0.0,0.0,0.0,200.36219155017352,0.0,0.0,0.0,0.0,False,False,0.0,0.0,9084.280954092377,0.0,0.0,0.0,0.0,57.0,58.8385487267354,0.0,0.0,True,23008.183230166273,0.0,0,True,0.0,False,False,0.0,adult,0.0
75,1648,1009453,2009453,3009450,0.0,0.0,0.0,False,0.0,0.0,0.0,19.661710385764692,0.0,0.0,0.0,10641.20536135238,False,False,0.0,0.0,5385.01190577641,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,True,20013.835286693753,0.0,0,True,0.0,False,True,0.0,adult,0.0
76,1793,1010341,2010341,3010340,3952.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,24.776043145182417,13907.37857404864,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,False,0.0,0.0,0,False,0.0,False,False,0.0,adult,0.0
77,1796,1010361,2010361,3010360,0.0,0.0,0.0,False,0.0,0.0,0.0,10.298991154448172,0.0,0.0,14864.267893835704,8255.012412427268,True,False,0.0,3.9641669032291866,11378.764287857979,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,True,63132.44567269805,0.0,0,False,0.0,False,False,0.0,adult,0.0
78,1797,1010362,2010362,3010360,0.0,0.0,0.0,False,0.0,0.0,0.0,36.514605002134424,0.0,0.0,53912.84303616294,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,61838.11462616477,0.0,0,True,0.0,False,True,0.0,adult,0.0
79,1803,1010391,2010391,3010390,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,11425.59047834299,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,False,0.0,0.0,0,False,0.0,True,False,0.0,adult,0.0
80,1804,1010392,2010391,3010390,0.0,0.0,0.0,False,0.0,0.0,0.0,61.79394692668903,0.0,0.0,0.0,0.0,False,False,0.0,0.0,36056.16667345944,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,False,11494.43242816871,0.0,0,False,0.0,False,True,0.0,adult,0.0
81,1818,1010481,2010481,3010480,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,True,49764.13098313041,0.0,0,False,0.0,False,False,0.0,child,0.0
82,1853,1010691,2010691,3010690,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,13.663729774974085,0.0,0.0,True,False,0.0,0.0,43173.7476271813,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,False,38945.84163897163,0.0,0,False,0.0,False,False,0.0,adult,0.0
83,1854,1010692,2010691,3010690,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,38.23747983930479,0.0,0.0,False,False,0.0,36.668543854869974,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,False,30349.165285131163,0.0,0,False,0.0,False,False,0.0,adult,0.0
84,1919,1011051,2011051,3011050,0.0,0.0,0.0,False,0.0,0.0,0.0,1.872543846263304,0.0,0.0,0.0,0.0,False,False,260.0,34.68646040325538,52164.37620030365,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,True,22872.954613364287,0.0,0,False,0.0,False,True,0.0,adult,0.0
