,index,benunit_id,household_id,income_support_reported,child_benefit_reported,working_tax_credit_reported,child_tax_credit_reported,JSA_income_reported,housing_benefit_reported,ESA_income_reported,pension_credit_reported,universal_credit_reported,benunit_weight
76,1699,2023731,3023730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28931.091309585856
77,1753,2024411,3024410,0.0,0.0,0.0,0.0,0.0,81.72169709868712,0.0,0.0,0.0,34427.03106338009
78,1755,2024431,3024430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4373.529522385555
79,1800,2025071,3025070,0.0,0.0,0.0,155.11741098229777,0.0,0.0,0.0,0.0,0.0,37697.50225489849
80,1809,2025161,3025160,0.0,0.0,0.0,0.0,0.0,0.0,96.85379735669613,0.0,0.0,25950.898626190392
81,1820,2025341,3025340,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35878.42360399477
82,1828,2025461,3025460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11959.474534664923
83,1836,2025541,3025540,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20300.143668063924
84,1886,2026191,3026190,0.0,21.45970995156439,0.0,0.0,0.0,0.0,97.79412548637279,0.0,0.0,52869.392279457235
85,1890,2026251,3026250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30576.00285561582
86,1899,2026371,3026370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28060.255785217054
87,1913,2026541,3026540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46173.6346920882
88,1947,2027031,3027030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18597.17642040937
89,1977,2027451,3027450,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,38.45993763050091,0.0,15907.262245136839
90,1985,2027541,3027540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31175.911772403222
91,2010,2027911,3027910,0.0,0.0,0.0,0.0,0.0,54.63394432865888,0.0,0.0,0.0,26589.511344060847
92,2028,2028201,3028200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70769.90028037156
93,2045,2028421,3028420,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40348.71262908797
94,2072,2028791,3028790,0.0,21.45970995156439,0.0,0.0,0.0,119.59272746149334,0.0,0.0,0.0,22409.500827090586
95,2080,2028921,3028920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24286.635179618897
96,2108,2029341,3029340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23744.781964456084
97,2120,2029511,3029510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37155.64903973568
98,2152,2029881,3029880,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16197.540753259775
99,2154,2029901,3029900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29569.704027456315
100,2164,2030021,3030020,0.0,0.0,0.0,65.77014638187214,0.0,0.0,0.0,0.0,0.0,53391.893594078516
101,2175,2030191,3030190,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25292.934007778404
102,2240,2031121,3031120,0.0,0.0,0.0,0.0,0.0,0.0,117.11786855122818,0.0,0.0,33788.418345509635
103,2254,2031311,3031310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23357.743953625504
104,2257,2031381,3031380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24654.321289907948
105,2279,2031691,3031690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54107.91391411509
106,2293,2031891,3031890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24983.30359911394
107,2323,2032241,3032240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26957.197454349898
108,2336,2032412,3032410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25718.675819692042
109,2352,2032661,3032660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7276.314603614905
110,2387,2033231,3033230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31272.671275110868
111,2417,2033611,3033610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7256.962703073375
112,2462,2034291,3034290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14533.27730668828
113,2469,2034401,3034400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38336.114972768955
114,2523,2035171,3035170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.304439974197228,0.0,26337.936637020972
115,2559,2035641,3035640,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27015.253155974486
116,2566,2035741,3035740,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50353.645209058464
117,2576,2035881,3035880,0.0,0.0,0.09711337755409107,0.0,0.0,0.0,0.0,0.0,0.0,24944.599798030882
118,2599,2036201,3036200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25873.491024024275
119,2613,2036441,3036440,0.0,0.0,0.0,0.0,0.0,153.7264850911279,0.0,0.0,0.0,13972.07219098394
120,2621,2036551,3036550,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24402.746582868072
121,2628,2036681,3036680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57958.94212187936
122,2631,2036731,3036730,0.0,0.0,0.0,0.0,0.0,87.70133347176179,0.0,0.0,0.0,14378.462102356048
123,2651,2036951,3036950,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12365.864446037032
124,2669,2037211,3037210,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28060.255785217054
125,2681,2037421,3037420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33633.6031411774
126,2694,2037581,3037580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54340.13672061344
127,2737,2038211,3038210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26144.41763160568
128,2753,2038401,3038400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52946.79988162335
129,2777,2038801,3038800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25854.139123482746
130,2781,2038851,3038850,0.0,0.0,0.0,0.0,0.0,77.3665286069644,0.0,0.0,0.0,28853.683707419743
131,2789,2038971,3038970,68.2198420008275,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38781.20868522412
132,2811,2039301,3039300,0.0,0.0,0.0,58.0415852360992,0.0,0.0,0.0,0.0,0.0,22138.574219509177
133,2839,2039691,3039690,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31098.504170237105
134,2855,2039921,3039920,0.0,35.66251315622295,0.0,0.0,0.0,96.67078803137379,0.0,0.0,0.0,4450.93712455167
135,2869,2040121,3040120,0.0,0.0,0.0,0.0,0.0,67.97849950123717,0.0,0.0,0.0,12056.234037372567
136,2877,2040221,3040220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21596.721004346367
137,2925,2040941,3040940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82206.8735004152
138,2963,2041551,3041550,0.0,0.0,0.0,58.0415852360992,0.0,0.0,0.0,0.0,0.0,24847.84029532324
139,3014,2042211,3042210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38297.4111716859
140,3033,2042511,3042510,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30866.28136373876
141,3051,2042841,3042840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22157.926120050706
142,3054,2042871,3042870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15307.35332834944
143,3096,2043431,3043430,0.0,0.0,0.0,105.59635958888813,0.0,0.0,0.0,0.0,0.0,32898.2309205993
144,3105,2043571,3043570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24460.80228449266
145,3159,2044301,3044300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6289.367675996926
146,3164,2044361,3044360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55772.17736068658
147,3176,2044541,3044540,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12772.254357409141
148,3213,2045051,3045050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9366.319862100037
149,3242,2045521,3045520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12056.234037372567
150,3253,2045681,3045680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49269.93877873284
151,3263,2045821,3045820,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36149.35021157617
152,3281,2046091,3046090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.991583707445855,36226.75781374229
153,3303,2046551,3046550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41413.067158872065
154,3326,2046911,3046910,0.0,0.0,0.0,0.0,0.0,0.0,180.02582042659682,0.0,0.0,13739.849384485591
155,3327,2046921,3046920,0.0,0.0,0.0,0.0,0.0,94.67757590701557,0.0,0.0,0.0,37097.593338111095
156,3338,2047061,3047060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.98445091786
157,3353,2047261,3047260,0.0,0.0,0.0,0.0,0.0,81.5124098256295,0.0,0.0,0.0,15500.87233376473
158,3354,2047271,3047270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31949.987794064382
159,3359,2047361,3047360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29279.42551933338
160,3381,2047701,3047700,0.0,35.66251315622295,0.0,106.57039497475115,0.0,0.0,0.0,0.0,0.0,59971.53977819838
161,3384,2047741,3047740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21248.386794598842
162,3432,2048381,3048380,0.0,0.0,0.0,155.12651411674506,0.0,0.0,0.0,0.0,0.0,22274.03752329988
163,3433,2048382,3048380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.37841934045
164,3443,2048531,3048530,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25718.675819692042
165,3468,2048831,3048830,0.0,0.0,0.0,0.0,0.0,74.74545466343334,0.0,0.0,0.0,58907.18524841428
166,3471,2048871,3048870,0.0,0.0,0.0,0.0,0.0,0.0,169.25906334179905,0.0,0.0,31969.33969460591
167,3473,2048891,3048890,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13391.51517473807
168,3486,2049091,3049090,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25699.323919150513
169,3508,2049441,3049440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29386989033822,0.0,16139.485051635187
170,3509,2049451,3049450,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24035.06047257902
171,3513,2049491,3049490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52598.46567187583
172,3516,2049551,3049550,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24518.857986117244
173,3520,2049601,3049600,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28369.886193881517
174,3524,2049651,3049650,112.14220602875753,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23106.16924658563
175,3576,2050341,3050340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33730.36264388505
176,3634,2051221,3051220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5728.162560292584
177,3663,2051571,3051570,0.0,0.0,0.0,0.0,0.0,33.48596368921814,0.0,0.0,0.0,26144.41763160568
178,3666,2051631,3051630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29414.88882312408
179,3700,2052161,3052160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77523.71356936518
180,3740,2052721,3052720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26512.10374189473
181,3774,2053231,3053230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26802.38225001767
182,3775,2053241,3053240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38065.18836518755
183,3784,2053391,3053390,0.0,64.06811956554006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22932.002141711866
184,3801,2053631,3053630,0.0,0.0,1.19449454391532,0.0,0.0,0.0,0.0,0.0,0.0,13565.68227961183
185,3816,2053831,3053830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.04213404500877,15616.983737013905
186,3834,2054071,3054070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41413.067158872065
187,3854,2054301,3054300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26821.734150559198
188,3879,2054651,3054650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30034.14964045301
189,3893,2054911,3054910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12965.773362824431
190,3898,2054971,3054970,0.0,0.0,0.0,0.0,119.89172192691552,0.0,0.0,0.0,0.0,25041.359300738528
191,3993,2056311,3056310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33981.93735092493
192,4021,2056631,3056630,0.0,0.0,0.0,0.0,0.0,114.60969715059778,0.0,0.0,0.0,84741.9724713555
193,4033,2056761,3056760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22486.9084292567
194,4062,2057171,3057170,85.64860985446356,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23299.688252000917
195,4072,2057271,3057270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28718.22040362904
196,4073,2057301,3057300,0.0,0.0,0.0,58.0415852360992,0.0,0.0,0.0,0.0,0.0,26976.549354891427
197,4079,2057391,3057390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31311.375076193926
198,4115,2057841,3057840,0.0,49.86531636088151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36517.03632186523
199,4147,2058301,3058300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33478.787936845176
200,4162,2058531,3058530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29279.42551933338
201,4169,2058601,3058600,0.0,0.0,0.0,0.0,0.0,58.027046666687056,0.0,0.0,0.0,23860.89336770526
202,4175,2058691,3058690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86773.92202821604
203,4176,2058711,3058710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24247.93137853584
204,4210,2059211,3059210,0.0,0.0,0.0,0.0,0.0,73.74884860125422,0.0,0.0,0.0,25718.675819692042
205,4213,2059271,3059270,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23512.559157957738
206,4215,2059291,3059290,0.0,0.0,0.0,106.5886012436458,0.0,0.0,0.0,0.0,0.0,12404.56824712009
207,4216,2059292,3059290,0.0,0.0,0.0,57.16768432915668,0.0,0.0,0.0,0.0,0.0,30614.70665669888
208,4233,2059501,3059500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57804.12691754713
209,4241,2059591,3059590,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22003.110915718476
210,4251,2059791,3059790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32414.43340706108
211,4290,2060291,3060290,0.0,0.0,0.0,0.0,0.0,84.71151528522445,0.0,0.0,0.0,53449.9492957031
212,4306,2060521,3060520,0.0,0.0,0.0,0.0,0.0,0.0,155.8123710874228,0.0,0.0,21712.83240759554
213,4331,2060851,3060850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85941.7903049303
214,4360,2061291,3061290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7264910824935,0.0,26512.10374189473
215,4366,2061391,3061390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33943.23354984187
216,4427,2062191,3062190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40135.84172313115
217,4453,2062571,3062570,0.0,35.66251315622295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44741.594052015054
218,4457,2062661,3062660,0.0,0.0,0.0,0.0,0.0,67.2808752577118,0.0,0.0,0.0,25989.60242727345
219,4466,2062781,3062780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72511.57132910917
220,4506,2063291,3063290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77813.99207748812
221,4531,2063661,3063660,0.0,21.45970995156439,0.0,0.0,0.0,0.0,150.45250074826583,0.0,0.0,22409.500827090586
222,4541,2063771,3063770,0.0,0.0,0.0,0.0,0.0,100.91660289641965,0.0,0.0,0.0,42516.125489739214
223,4584,2064371,3064370,0.0,0.0,0.0,0.0,0.0,119.66248988584587,0.0,0.0,0.0,20667.829778352974
224,4602,2064611,3064610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42458.06978811463
225,4618,2064821,3064820,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13972.07219098394
226,4625,2064921,3064920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5437.884052169649
227,4642,2065191,3065190,0.0,0.0,0.0,0.0,0.0,148.74345478023236,0.0,0.0,0.0,32994.99042330695
228,4649,2065301,3065300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12965.773362824431
229,4682,2065781,3065780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.62566842152359,0.0,24344.690881243485
230,4687,2065841,3065840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15752.447040804607
231,4692,2065911,3065910,0.0,0.0,83.75057680264813,106.50667303361993,0.0,0.0,0.0,0.0,0.0,26473.399940811676
232,4717,2066321,3066320,0.0,21.45970995156439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24170.523776369722
